rank,name,nationality,dob,points
1,Jiayu YANG,CHN,1996-02-18,1332
2,María PÉREZ,ESP,1996-04-29,1323
3,Jemima MONTAG,AUS,1998-02-15,1319
4,Alegna GONZÁLEZ,MEX,1999-01-02,1307
5,Kimberly García LEÓN,PER,1993-10-19,1300
6,Lorena ARENAS,COL,1993-09-17,1281
7,Evelyn INGA,PER,1998-04-16,1271
8,Zhenxia MA,CHN,1998-08-01,1268
9,Laura GARCÍA-CARO,ESP,1995-04-16,1264
10,Hong LIU,CHN,1987-05-12,1258
11,Viviane LYRA,BRA,1993-07-29,1247
12,Antonella PALMISANO,ITA,1991-08-06,1245
13,Lyudmila OLYANOVSKA,UKR,1993-02-20,1243
14,Paula Milena TORRES,ECU,2000-10-17,1240
15,Cristina MONTESINOS,ESP,1994-07-12,1220
16,Erica SENA,BRA,1985-05-03,1211
17,Clémence BERETTA,FRA,1997-12-22,1211
18,Mary Luz ANDIA,PER,2000-11-09,1208
19,Yuxia SHI,CHN,1999-01-28,1206
20,Pauline STEY,FRA,2001-09-09,1206
21,Li PENG,CHN,2002-08-27,1205
22,Mariia SAKHARUK,UKR,1995-10-14,1203
23,Antia CHAMOSA,ESP,1999-10-07,1201
24,Li MA,CHN,2000-01-15,1200
25,Rebecca HENDERSON,AUS,2001-07-04,1194
26,Hang YIN,CHN,1997-02-07,1193
27,Haiying JI,CHN,2000-02-25,1192
28,Ilse GUERRERO,MEX,1993-03-24,1191
29,Kumiko OKADA,JPN,1991-10-17,1187
30,Camille MOUTARD,FRA,2001-07-11,1185
31,Katarzyna ZDZIEBŁO,POL,1996-11-28,1185
32,Nanako FUJII,JPN,1999-05-07,1184
33,Federica CURIAZZI,ITA,1992-08-14,1184
34,Paula JUAREZ,ESP,2000-10-30,1184
35,Valentina TRAPLETTI,ITA,1985-07-12,1181
36,Olivia SANDERY,AUS,2003-01-22,1181
37,Quanming WU,CHN,2001-11-16,1179
38,Alexandrina MIHAI,ITA,2003-05-27,1179
39,Eleonora Anna GIORGI,ITA,1989-09-14,1177
40,Raquel GONZÁLEZ,ESP,1989-11-16,1174
41,Ayane YANAI,JPN,2003-12-24,1171
42,Hanna SHEVCHUK,UKR,1996-07-18,1169
43,Magaly Beatriz BONILLA,ECU,1992-02-08,1167
44,Liujing YANG,CHN,1998-08-22,1164
45,Lidia SANCHEZ-PUEBLA,ESP,1996-07-17,1164
46,Lingfen ZHANG,CHN,2001-10-22,1154
47,Lucy Alejandra Mendoza MALAGON,COL,1999-01-22,1152
48,Elizabeth MCMILLEN,AUS,2004-04-10,1151
49,Alejandra ORTEGA,MEX,1994-07-08,1148
50,Olena SOBCHUK,UKR,1995-11-23,1145
51,Lamei YIN,CHN,2002-12-21,1144
52,Yasmina TOXANBAYEVA,KAZ,2004-11-16,1143
53,Vitória OLIVEIRA,POR,1992-08-30,1142
54,Antigoni NTRISMPIOTI,GRE,1984-03-21,1141
55,Eliška MARTÍNKOVÁ,CZE,2002-01-27,1140
56,Karla Ximena SERRANO,MEX,2004-04-14,1140
57,Rita RÉCSEI,HUN,1996-01-30,1140
58,Nicole COLOMBI,ITA,1995-12-29,1138
59,Hana BURZALOVÁ,SVK,2000-11-03,1133
60,Na WANG,CHN,1995-05-29,1133
61,Yukiko UMENO,JPN,2003-01-08,1131
62,Viktória MADARÁSZ,HUN,1985-05-12,1130
63,Mirna ORTÍZ,GUA,1987-02-28,1130
64,Laura Cristina Mojica CHALARCA,COL,2000-06-20,1130
65,Mária Katerinka CZAKOVÁ,SVK,1988-10-02,1128
66,Ana DELAHAIE,FRA,2004-05-13,1128
67,Yanhong LI,CHN,2003-03-16,1127
68,María Fernanda PEINADO,GUA,2001-11-12,1125
69,Olga CHOJECKA,POL,1997-06-30,1125
70,Noelia VARGAS,CRC,2000-04-17,1120
71,Sofia Ramos RODRÍGUEZ,MEX,2002-08-25,1118
72,Guo NA,CHN,1999-06-22,1116
73,Lauren HARRIS,USA,1999-07-23,1111
74,Christina PAPADOPOULOU,GRE,1996-09-05,1110
75,Panagiota TSINOPOULOU,GRE,1990-10-16,1110
76,Johana ORDÓŇEZ,ECU,1987-12-12,1109
77,Meryem BEKMEZ,TUR,2000-07-31,1108
78,Gabriela DE SOUSA,BRA,2002-06-12,1105
79,Valeria ORTUÑO,MEX,1998-05-27,1104
80,Jinlin NING,CHN,2004-03-26,1103
81,Lucia REDONDO,ESP,2003-08-03,1103
82,Tiziana SPILLER,HUN,2003-12-23,1103
83,Giulia GABRIELE,ITA,2005-11-11,1101
84,Ting ZHANG,CHN,2004-01-28,1101
85,Jinyan JIANG,CHN,2003-04-23,1101
86,Zhuoma QIJI,CHN,1998-05-27,1100
87,Kyriaki FILTISAKOU,GRE,2000-08-14,1100
88,Zhuoma RENQING,CHN,2002-09-15,1099
89,Jekaterina MIROTVORTSEVA,EST,2002-11-17,1099
90,Sofia FIORINI,ITA,2004-08-19,1099
91,Xiaofan LA,CHN,2005-08-19,1098
92,Allanah PITCHER,AUS,2003-09-19,1097
93,Yunyan JIANG,CHN,2003-02-15,1096
94,Alessia Cristina POP,ROU,2007-01-30,1096
95,Rachelle DE ORBETA,PUR,2000-03-27,1094
96,Yaquelin Teletor JERÓNIMO,GUA,2004-11-19,1092
97,Sharon Lisseth Herrera SOTO,CRC,2004-05-27,1092
98,Austėja KAVALIAUSKAITĖ,LTU,2000-05-25,1086
99,Alexandra GRIFFIN,AUS,2005-06-10,1084
100,Giada TRAINA,ITA,2004-04-17,1080
101,Angela CASTRO,BOL,1993-02-21,1080
102,Jiahui ZHANG,CHN,2005-04-28,1079
103,Saskia FEIGE,GER,1997-08-13,1079
104,Mengyuan CHEN,CHN,2003-11-04,1077
105,Hitomi SHIMOKA,JPN,2002-02-26,1074
106,Sumika TANI,JPN,2005-01-19,1073
107,Maritza Rafaela Poncio TZUL,GUA,1994-12-03,1073
108,Inês MENDES,POR,2003-04-11,1072
109,Kader DOST,TUR,2000-01-01,1071
110,Hannah MISON,AUS,2001-11-14,1071
111,Maële BIRÉ-HESLOUIS,FRA,2002-12-17,1067
112,Ayşe TEKDAL,TUR,1999-10-28,1066
113,Valeria FLORES,MEX,2006-02-17,1066
114,Michelle CANTÒ,ITA,2005-07-14,1065
115,Haiyan LIU,CHN,2003-03-23,1062
116,Ai OYAMA,JPN,2005-10-28,1062
117,Priyanka,IND,1996-03-10,1061
118,Valeriya SHOLOMITSKA,UKR,2004-08-01,1061
119,Carolina COSTA,POR,1998-03-12,1059
120,Kate VEALE,IRL,1994-01-05,1057
121,Brigita VIRBALYTĖ,LTU,1985-02-01,1057
122,Jiecuo DUO,CHN,2005-04-13,1053
123,Karla JARAMILLO,ECU,1997-01-21,1053
124,Barbara OLÁH,HUN,1993-07-26,1053
125,Alanna PEART,AUS,2003-09-06,1053
126,Mao LA,CHN,1996-12-17,1051
127,Se-Ha LEE,KOR,1996-11-08,1051
128,Minji KIM,KOR,1997-01-31,1050
129,Ayumi SUGIBAYASHI,JPN,2000-12-24,1049
130,Munita PRAJAPATI,IND,2002-01-15,1049
131,Lijuang XIE,CHN,1993-05-14,1048
132,Ravina,IND,1997-05-21,1047
133,Jeong-Eun LEE,KOR,1994-09-13,1046
134,Souad AZZI,ALG,1999-09-18,1045
135,Siqi LI,CHN,2003-09-03,1042
136,Enni NURMI,FIN,1998-07-04,1042
137,Magdalena ŻELAZNA,POL,2004-04-16,1042
138,Ema HAČUNDOVÁ,SVK,1999-03-05,1041
139,Lan GAO,CHN,2000-01-18,1039
140,Tayla-Paige BILLINGTON,AUS,1997-03-31,1038
141,Fengrong JI,CHN,2002-07-10,1031
142,Xue ZHAO,CHN,1999-11-12,1031
143,Emine CEYLAN,TUR,2004-05-31,1031
144,Eva RICO,ESP,2003-06-18,1031
145,Lamu ZHUOMA,CHN,2003-04-28,1030
146,Robyn STEVENS,USA,1983-04-24,1030
147,Hannah BOLTON,AUS,2003-12-29,1029
148,Lena SONNTAG,GER,2004-10-01,1028
149,Ema KLIMENTOVÁ,CZE,2005-01-06,1026
150,Maria Diana LATARETU,ROU,2002-06-19,1026
151,Tülin EK,TUR,2005-06-15,1024
152,Satsuki ISHIDA,JPN,2004-05-02,1023
153,Jing LI,CHN,2001-08-23,1021
154,Sandra Viviana GALVIS,COL,1986-06-28,1020
155,Toko NAKAJIMA,JPN,2005-06-25,1020
156,Natalia PULIDO,COL,2004-09-15,1019
157,Galina YAKUSHEVA,KAZ,1988-07-14,1018
158,Miranda MELVILLE,USA,1989-03-20,1015
159,Elvina CARRÉ,FRA,2003-02-06,1014
160,Xinru YANG,CHN,2002-10-03,1013
161,Hongcun SUN,CHN,2001-01-05,1013
162,Nelly LAGRANGE,FRA,2004-12-12,1012
163,Manju RANI,IND,1999-03-22,1011
164,Bruna MARQUES,POR,2002-07-29,1011
165,Laura LANGLEY,NZL,1997-09-11,1010
166,Roumei LIU,CHN,2002-12-10,1009
167,Verdiana CASCIOTTI,ITA,2004-07-27,1009
168,Yua NAGAI,JPN,2003-12-08,1008
169,Agnieszka ELLWARD,POL,1989-03-26,1003
170,Fenyan ZHAO,CHN,1996-07-21,1002
171,Ying XU,CHN,2003-10-14,1001
172,Mao TATSUMI,JPN,2000-01-12,999
173,Mayara Luize VICENTAINER,BRA,1991-02-03,998
174,Yadira Orihuela POMA,PER,2005-02-05,998
175,Renata CORTES,MEX,2005-03-12,997
176,Monika VAICIUKEVIČIŪTĖ,LTU,1996-04-03,997
177,Vanessa DENISSELLE,FRA,1984-08-12,996
178,Liv MASSON,FRA,2003-10-30,994
179,Kayane SAITO,JPN,2004-03-02,993
180,Jamila ZEGNI,TUN,2001-02-19,988
181,Mei YAMAGISHI,JPN,2003-06-06,988
182,Yuki YOSHIZUMI,JPN,1996-01-07,988
183,Sun QIE,CHN,2003-01-09,987
184,Laura Monje MARTINEZ,ESP,2002-07-02,984
185,Klaudia ŽÁRSKA,SVK,1999-06-15,982
186,Jocy CABALLERO,PER,1993-02-02,976
187,Giulia LUCENTINI,ITA,2005-11-16,976
188,Beatriz CANTERO,ESP,1992-09-26,976
189,Midori KATSUMA,JPN,2001-08-13,973
190,Joana PONTES,POR,2000-03-22,972
191,Yoshika YAMADA,JPN,2004-04-26,972
192,Ayaka NAKAMURA,JPN,2003-12-17,971
193,Ada JUNGHANNSS,GER,2004-11-04,971
194,Anabelly ORJUELA,COL,1988-07-24,971
195,Natsuki HIROSE,JPN,2004-07-30,970
196,Shalini,IND,2002-10-08,969
197,Uwa OHGA,JPN,2005-06-03,968
198,Maria Fernanda SANTIAGO,MEX,2004-02-13,967
199,Anna ZDZIEBŁO,POL,2001-11-20,966
200,Kaori INOUE,JPN,2001-07-03,966
201,Margret Gati CHACHA,KEN,2003-01-20,963
202,Giulia MICONI,ITA,2000-12-25,963
203,Selin ÇADIR,TUR,2004-03-01,962
204,Melissa TOULOUM,ALG,2002-06-14,958
205,Dóra CSÖRGŐ,HUN,2001-10-07,957
206,Jinzhu LI,CHN,2002-02-28,957
207,Kumawat POOJA,IND,1999-12-02,955
208,Dana Paola ACEVES,MEX,2002-09-21,954
209,Marine ROTTIER,FRA,2000-02-05,953
210,Efstathia KOURKOUTSAKI,GRE,1998-01-31,952
211,Anastasia ANTONOPOULOU,GRE,2004-10-27,951
212,Ines Huallpa CONDO,BOL,2002-12-26,951
213,Samantha FINDLAY,AUS,1997-08-23,950
214,Anna-Maria GABRIEL,GER,2005-06-25,947
215,Mamika FUJITA,JPN,2003-08-13,945
216,Katie BURNETT,USA,1988-10-07,945
217,Danxun HUANG,CHN,2005-11-20,945
218,Nellie LANGFORD,AUS,2005-06-01,945
219,Silvia Villar NIETO,ESP,2004-01-19,940
220,Georgina RUIZ,ESP,1999-07-02,939
221,Ting ZHANG,CHN,2005-06-20,935
222,Wanru YANG,CHN,2002-10-03,934
223,Nami KUMAGAI,JPN,1996-07-09,933
224,Abigail JENNINGS,GBR,2000-07-10,932
225,Aoi SHIBATA,JPN,2000-05-27,926
226,Brigitte Coaquira ALBARRACIN,PER,1999-08-28,924
227,Gabrielly Cristina Dos SANTOS,BRA,2004-07-28,923
228,Stephanie CASEY,USA,1983-08-01,922
229,Rio MATSUMOTO,JPN,2005-11-10,921
230,Kaede FUJINO,JPN,2003-02-24,920
231,Marissa SWANEPOEL,RSA,2002-01-22,917
232,Aina ASANO,JPN,2004-04-18,917
233,Anastasia SANZANA,CHI,1998-05-29,916
234,Elianay PEREIRA,BRA,1984-05-11,915
235,Mizuki ITAHASHI,JPN,2003-06-09,909
236,Nozomi KAWABE,JPN,1998-09-01,908
237,Adele DUCLOS,FRA,2000-11-16,907
238,Alba Perez NIETO,ESP,2002-02-02,906
239,Venla-Nora NIRKKONEN,FIN,2001-01-19,906
240,Yoka KONDO,JPN,2004-10-18,901
241,Celina LEPE-CORVERA,USA,1996-01-26,901
242,Karin DEVALDOVÁ,SVK,2003-07-12,899
243,Elif Nur ÖZBEY,TUR,2004-03-18,897
244,Tiziana Celine BESTETTI,ITA,,897
245,María Los Ángeles Rodríguez DE JARA,ECU,1996-05-18,896
246,Fei LEI,CHN,1997-08-08,896
247,Ewelina CYMBALIŃSKA,POL,2004-11-06,896
248,Jennifer Estefania Campoverde NARVAEZ,ECU,1999-10-17,895
249,Rocio Estefanía SÁNCHEZ,MEX,2001-11-21,892
250,Chika IWANAMI,JPN,2002-09-22,890
251,Julia SCHMIDT,GER,2004-12-10,889
252,Kinga WALERIAŃCZYK,POL,2002-08-19,888
253,Heta VEIKKOLA,FIN,2003-05-23,887
254,Alžběta FRANKLOVÁ,CZE,2005-11-05,885
255,Juliana GALVÃO,POR,2001-02-09,878
256,Lydia MCGRANAHAN,USA,1976-10-26,878
257,Naomi GARCIA,PUR,1998-03-30,876
258,Blanche TRICOT-LAPIERE,FRA,2004-04-21,874
259,Ruby RAY,USA,2004-11-12,872
260,Maho OGAWA,JPN,2003-07-17,870
261,Angelica HARRIS,USA,2005-08-01,868
262,Siri GLITTENBERG,NOR,2002-09-10,866
263,Misaki GOTO,JPN,2004-04-21,865
264,Luciana HILARIO,PER,2005-10-08,865
265,Angele MILLE,FRA,2001-08-24,865
266,Celia VIDALINC,FRA,1996-06-06,860
267,Iria TEIJEIRO,ESP,2002-09-02,855
268,Anna KOKKO,FIN,2004-08-18,851
269,Runa KOBAYASHI,JPN,2003-10-26,845
270,Ana Raquel RODRIGUEZ,MEX,2004-04-24,844
271,Beatrice FORESTI,ITA,1998-10-29,842
272,Chrysanthi ARVANITAKOU,GRE,2004-07-10,835
273,Maria Serena MATTIACE,ITA,,835
274,Arnika NELSON,NZL,2003-02-12,833
275,Maria MOYA,ESP,2002-02-14,830
276,Yurika OMURA,JPN,1996-06-02,820
277,Maria SAITO,JPN,2004-06-19,819
278,Michaela BAKLIKOVÁ,CZE,2001-10-12,819
279,Nataliya OKUSHKO,UKR,2003-03-31,818
280,Giada LORETI,ITA,,817
281,Lea Anika OBENAUS,GER,2003-09-21,815
282,Momoka NORITAKE,JPN,2002-01-20,814
283,Rio NAKA,JPN,2000-08-22,809
284,Nelly BUGÁROVÁ,CZE,2001-04-09,793
285,Katherine MIALE,USA,1997-01-05,791
286,Victoria HEISER-WHATLEY,USA,1999-09-30,790
287,Arely ENRÍQUEZ,MEX,1998-11-16,788
288,Yuka KAWAKATSU,JPN,2000-07-14,782
289,Angelina COLON,USA,2003-07-17,779
290,Yura AKIMOTO,JPN,2002-08-22,778
291,Rachel BOUQUIN,FRA,2004-03-02,769
292,Thaliane Janaina MIRANDA,BRA,2005-05-12,761
293,Noelia RODRIGUEZ,ESP,1999-10-11,747
294,Jessica HEISER-WHATLEY,USA,1999-09-30,739
295,Kirstin SHAW,AUS,,737
296,Anna ADAMI,GRE,2005-01-17,705
297,Anett TORMA,HUN,1984-04-02,705
298,Casandra Milenka Nieto LINARES,BOL,1994-11-29,701
299,Nadežda NOVIKOVA,LTU,2006-12-12,688
